date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2013-12-08,6990,2486,1707027,686.656074014481,,,0,0.494418205329848,0.910117020364416,,1,,4245.6959,,1240744202,36500,,1240744202,,6.75856011,,,,,,1240744202,4665,9314,183581144.8663938,,99231.9870631351,,17905.62153003,,924246727.50604026,,,,
2013-12-09,10863,1526,2759110,1808.06684141547,,,0,2.37690357416775,0.81827321994432,,1,,7641.85360106,,761942868.000004,13886.7999392437,,761942868.000004,,3.05632794,,,,,,2002687070,9339,18696,655259222.14336523,,129690.222822824,,27823.36316419,,2424688405.89551576,,,,
2013-12-10,12132,1417,2971715,2097.18772053634,,,0,3.36173338858855,0.579751376234921,,1,,5478.65050542,,710930177.000003,9562.49503838008,,710930177.000003,,3.41312851,,,,,,2713617247,9450,18999,795052760.35048537,,129582.38783185,,20703.72897466,,2461935786.4173211,,,,
2013-12-11,43044,1575,8431778,5353.50984126984,,,0,5.09298051533336,0.0988977986794929,,0.0001,,2863.19016957,,770966106.000001,8075.64635949176,,770966106.000001,,2.32270357,,,,,,3484583353,28951,56999,1500227319.37986281,,76269.7719558699,,1752.57306918,,4347300731.71262629,,,,
2013-12-12,61432,1460,13549784,9280.67397260274,,,0,7.2774356145889,0.0216652083084295,,0.0001,,954.04911307,,698818257.000002,6097.15938329432,,698818257.000002,,3.12941679,,,,,,4183401610,44036,84256,1336799121.39883141,,64637.4053904221,,833.676894305,,5446089228.57540698,,,,
2013-12-13,64759,1590,14896480,9368.85534591195,,,0,9.75423077792435,0.0405221689792131,,0.0001,,2052.73151398,,787422756.000007,5781.9243807095,,787422756.000007,,2.55321802,,,,,,4970824366,50657,99546,1946885983.01138893,,92225.5362971349,,2162.01067721,,9180683236.23459045,,,,
2013-12-14,98292,1555,24502291,15757.1003215434,,,0,17.8385246487139,0.0214420239697105,,0.0001,,1724.45333574,,776751324.999997,4932.76206990971,,776751324.999997,,2.68678528,,,,,,5747575691,80424,159352,2139201720.83025625,,69981.1468219309,,619.6235808,,11151635708.36833882,,,,
2013-12-15,157712,1670,40722710,24384.8562874252,,,0,36.8633035943708,3.09486515473181,,0.0001,,399098.33602844,,834560247.000002,4627.89728173798,,834560247.000002,,1.9177214,,,,,,6582135938,128955,253732,3432269123.91997574,,106827.890697917,,369.059442545,,27105654362.56388125,,,,
2013-12-16,127087,1545,30370178,19657.0731391586,,,0,81.5244964710672,41.0841582217112,,0.0001,,3890423.27864672,,791014644.000008,3915.83410441736,,791014644.000008,,3.33711792,,,,,,7373150582,94694,184142,2209436635.22711602,,389861.316260343,,200,,71789842498.81205368,,,,
2013-12-17,131166,1444,26736025,18515.2527700831,,,0,107.799270953519,0.00404735217361231,,0.0001,,374.49340192,,707277501.000001,3194.83429854567,,707277501.000001,,2.98305356,,,,,,8080428083,92528,183302,2708777405.60702777,,67876.47965869,,119.88971423,,12441894474.39720054,,,,
2013-12-18,134838,1493,29189764,19551.0810448761,,,0,135.952246647061,0.0544912031995673,,0.0001,,5188.43440385,,739786847,3061.40157919032,,739786847,,2.80978559,,,,,,8820214930,95216,189745,3139106046.34396709,,74798.6171088098,,471.06001312,,14192663603.31112454,,,,
2013-12-19,248993,1581,60808521,38462.0626185958,,,0,215.996910788667,0.0243576901244527,,0.0001,,4689.41557583,,771582898.000001,2936.13108637344,,771582898.000001,,2.16716894,,,,,,9591797828,192523,391289,4425957584.52197087,,70647.5827970428,,358.98597232,,27643622025.07209377,,,,
2013-12-20,255225,1494,62215562,41643.6157965194,,,0,332.268261524573,0.00706466143890973,,0.0001,,1412.57905471,,758765431,2675.69382829662,,758765431,,4.0475548,,,,,,10350563259,199950,514186,2557238572.57195555,,85827.3236455484,,135.09900551,,44131208236.00992203,,,,
2013-12-21,226438,1418,49588061,34970.4238363893,,,0,349.595069608834,0.0110069242935477,,0.0001,,1842.71322368,,726686333.999998,2394.46181728731,,726686333.999998,,4.33210121,,,,,,11077249593,167414,334202,2557015419.14321789,,119406.367963163,,1500,,39905846986.02514025,,,,
2013-12-22,210197,1393,45628001,32755.2053122757,,,0,327.980727774866,0.00848059647101577,,0.0001,,1341.83389603,,700004797.000001,2169.45089614389,,700004797.000001,,4.54505395,,,,,,11777254390,158224,315916,2591224335.66570641,,120305.702774657,,1921.263755785,,38006496397.758561,,,,
2013-12-23,197803,1480,41837129,28268.3304054054,,,0,321.19565515417,0.00828387726672393,,0.0001,,1234.36398376,,734348244.000001,2142.30835889573,,734348244.000001,,4.83055566,,,,,,12511602634,149008,305347,2590095944.82408692,,133311.184270155,,1859.29608471,,40706170183.33905188,,,,
