date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-10-28,964,629,1677725,2667.2893481717,,,0,3089.31104812903,0.0000954995073891626,,0.0001,,0.0387728,,123.02365136,36500,,123.02365136,,3.7206079,,,,,,123.02365136,406,1168,33.06547062,,0.0343967141438356,,0.00899474,,40.17536212,,,,
2016-10-29,8245,608,5464079,8986.97203947369,1.12645003,965401.0495251545954360444,857029.62762275,28788.9746052999,0.0000466162262392844,0.09519365191728416751340556688,0.0000116,0.023688025636659676,0.25014267,510.8091361881466582737,349.73217668,27001.7283588938,714177.9971690199389537548,349.73217668,714177.9971690199389537548,1.83102706,,2.85426529785126,2042.07117557411,,,472.75582804,5366,13552,258.19161216,527245.6489669458744571776,0.12409406799144,253.4089193050534161165656184,0.01006168,20.5466667058505111048,1681.72280942,3434197.6744220943506161162,,,
2016-10-30,12549,586,5706404,9737.89078498294,0.61432719,592668.9429986309556485847,964744.773676308,49127.073770675,0.0000359850236176716,0.02075299673784500136461384137,0.00001159,0.00668409265885558441,0.2590202,149.3800705190082178598,554.91290726,19708.9980645147,320024.96028652077044343674,554.91290726,320024.96028652077044343674,2.00462412,,0.824659655728248,576.712049944399,,,1027.6687353,7198,27517,512.64909113,295650.90824771531438408087,0.137423710168623,79.25390960231152029806439258,0.00920632,5.30939567964411940168,3781.48823271,2180829.83052680662827309129,,,
2016-10-31,13352,586,5941939,10139.8276450512,1.17628456,2867652.6639174431811873696,2437890.24469711,52372.6807117671,0.0000445649451114923,0.07117253159929985116155409377,0.00001159,0.0185098318683481276,0.25981363,414.9358592239179581932,767.92263534,15609.9971564909,1226412.3268371190749910776,767.92263534,1226412.3268371190749910776,2.15585707,,2.28510104697368,1597.05192996964,,,1795.59137064,5830,36428,832.88980203,1330168.2657840428835103692,0.218064722506588,348.2606859374403581395399883,0.006556825,10.471590020723184793,7943.66171147,12686440.2673290970675397708,,,
2016-11-01,15724,581,5741042,9881.31153184165,1.01122722,3747480.330996221522480734,3705873.6767062,73176.4627571175,0.0000537278471725125,0.0727443167800124044471906275,0.00001159,0.015692172231901418,0.30023121,406.495242166709519142,972.24066653,12821.1480508148,1316356.168252579151473006,972.24066653,1316356.168252579151473006,2.94264641,,1.85324464863589,1353.9406584902,,,2767.83203717,5588,41007,940.59280502,1273506.841799923096180804,0.15788014405321,213.760346201930781027063542,0.00831781,11.261821148596370462,6474.19106719,8765670.516702599272156538,,,
2016-11-02,19183,572,6554648,11459.1748251748,0.81477227,3777599.24664680317069919488,4636386.58917079,88350.6341473656,0.0000593583227390927,0.05700178509763019011861428903,0.00004407,0.04232041192090731552,0.41087831,394.56635644579649347616,1165.93871891,10818.312982382,1119650.71156810001593455776,1165.93871891,1119650.71156810001593455776,3.26242799,,1.29705905580343,960.299793984736,,,3933.77075608,6922,52792,1205.78010425,1157910.385702168496988728,0.151383536480906,145.3735788952947984325194508,0.007507705,7.20964756479817239088,7991.8396579,7674561.9770404130320618144,,,
2016-11-03,20269,572,6343244,11089.5874125874,0.81122692,4682713.38897651488202224764,5772384.12366534,102690.444099769,0.0000811087828755114,0.07161916068777810348658797067,0.00008708,0.07689175316887523704,0.55510851,490.16153574715332118938,1369.4076097,9425.17379324434,1209188.6990426256177361886,1369.4076097,1209188.6990426256177361886,4.07739109,,1.27982478846754,883.001299596638,,,5303.17836578,6844,59895,1300.63029193,1148458.23806894467318653134,0.160830309896486,142.0133726531271679713336141,0.00829511,7.32459291029706784018,9632.93141125,8505890.9550590261450953775,,,
2016-11-04,21782,586,7729436,13190.1638225256,0.63726648,4203270.57941356904106786843,6595781.65080476,125429.544687378,0.0000462371684239734,0.02809943728046273852644627476,0.00001159,0.00704352124451691093,0.33327751,202.54074391757525691477,1613.23521831,8513.52868830245,980401.77157630385631107637,1613.23521831,980401.77157630385631107637,4.69510173,,0.861491955202513,607.724007292227,,,6916.41358409,7208,73889,1473.11261333,895245.90056563249296558591,0.10318760749056,62.70958632706054284806387712,0.0070075,4.2586259811002807025,7624.42912987,4633548.62412018384042452049,,,
2016-11-05,19099,579,8446351,14587.8255613126,0.59561221,4393317.9704231083169435202,7376138.14512285,163863.301827818,0.0000796752866242038,0.04016050974505926269466403738,0.0001,0.0504052278273942,0.3127255,157.630000749357648921,1799.58306901,7536.11831591319,907083.94587770308987073742,1799.58306901,907083.94587770308987073742,5.0485876,,0.713127471249562,504.052278273942,,,8715.9966531,3925,94816,1726.42278106,870207.33605732796416913852,0.0363854801702244,18.34018417589294779997481258,0.00500245,2.5214963194514811579,3449.92568782,1738942.90282146739673278644,,,
2016-11-06,18802,571,8687900,15215.2364273205,0.45929073,3533442.7117763867142836953,7693259.44606369,182194.161948332,0.000104424750392465,0.03447253468804916339029547785,0.0001,0.033011843033849,0.33259283,109.7950229814362470267,1987.56421187,6777.75318405295,656131.5778194823741758763,1987.56421187,656131.5778194823741758763,4.33353943,,0.461125672793688,330.11843033849,,,10703.56086497,3185,102295,2469.93503437,815371.0765842687488839013,0.0324988829038565,10.72848021197549559942138668,0.00488895,1.6139325000033606855,3324.47322665,1097469.8832840331019887585,,,
